Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
PanelX_LAB1_LIB1_R1	87.74355347292682	49.0	94.12384860499162	9.090909090909092	98039877.0
PanelX_LAB1_LIB1_R2	80.46187816517926	50.0	94.40846905591283	18.181818181818183	98039877.0
PanelX_LAB1_LIB2_R1	88.06971881404276	50.0	93.59463809519602	9.090909090909092	95076660.0
PanelX_LAB1_LIB2_R2	80.82836500771933	50.0	93.71129288723436	9.090909090909092	95076660.0
PanelX_LAB1_LIB3_R1	86.07469236289711	49.0	92.9681505040772	18.181818181818183	95335198.0
PanelX_LAB1_LIB3_R2	76.81568630628118	50.0	93.13937995912066	9.090909090909092	95335198.0
PanelX_LAB2_LIB1_R1	79.83925160916742	48.0	91.5186218433655	9.090909090909092	77553681.0
PanelX_LAB2_LIB1_R2	74.24278743196975	48.0	91.51710240549382	9.090909090909092	77553681.0
PanelX_LAB2_LIB2_R1	82.50684870101588	49.0	90.47691027161198	18.181818181818183	69668208.0
PanelX_LAB2_LIB2_R2	77.14257794614164	49.0	90.47374145176808	18.181818181818183	69668208.0
PanelX_LAB2_LIB3_R1	84.73221894209593	48.0	92.98451770192594	18.181818181818183	83970157.0
PanelX_LAB2_LIB3_R2	80.01830669631498	48.0	92.97500475079498	9.090909090909092	83970157.0
PanelX_LAB3_LIB1_R1	88.58376094983414	51.0	89.75946369093937	9.090909090909092	85763235.0
PanelX_LAB3_LIB1_R2	82.01115923747625	52.0	89.95925566473792	18.181818181818183	85763235.0
PanelX_LAB3_LIB2_R1	87.51933373114927	50.0	91.80310956876714	9.090909090909092	84048696.0
PanelX_LAB3_LIB2_R2	81.77847642039536	51.0	91.9155599273069	18.181818181818183	84048696.0
PanelX_LAB3_LIB3_R1	89.05504953064211	50.0	94.71636505804507	18.181818181818183	75948481.0
PanelX_LAB3_LIB3_R2	83.15501478880223	50.0	94.68746931225655	9.090909090909092	75948481.0
